Project Name,Revision ID,API Type,Commit Type,Note,Log
tensorpack/tensorpack,0ffdcc44a9288057be69ef9328a16dcc9526fa69,Convolutional,Deprecate,,accept tf.layers compatible argument names (#635)\n\n* use tflayers\r\n\r\n* some docs\r\n\r\n* use decorator for argument renaming\r\n\r\n* rename parse_args
tensorpack/tensorpack,0ffdcc44a9288057be69ef9328a16dcc9526fa69,Initializer,Deprecate,,accept tf.layers compatible argument names (#635)\n\n* use tflayers\r\n\r\n* some docs\r\n\r\n* use decorator for argument renaming\r\n\r\n* rename parse_args
tensorpack/tensorpack,0ffdcc44a9288057be69ef9328a16dcc9526fa69,Pooling,Deprecate,,accept tf.layers compatible argument names (#635)\n\n* use tflayers\r\n\r\n* some docs\r\n\r\n* use decorator for argument renaming\r\n\r\n* rename parse_args
tensorpack/tensorpack,0ffdcc44a9288057be69ef9328a16dcc9526fa69,Linear,Deprecate,,accept tf.layers compatible argument names (#635)\n\n* use tflayers\r\n\r\n* some docs\r\n\r\n* use decorator for argument renaming\r\n\r\n* rename parse_args
tensorpack/tensorpack,0ffdcc44a9288057be69ef9328a16dcc9526fa69,,Refactor,,accept tf.layers compatible argument names (#635)\n\n* use tflayers\r\n\r\n* some docs\r\n\r\n* use decorator for argument renaming\r\n\r\n* rename parse_args
tensorpack/tensorpack,0ffdcc44a9288057be69ef9328a16dcc9526fa69,Dropout,Refactor,,accept tf.layers compatible argument names (#635)\n\n* use tflayers\r\n\r\n* some docs\r\n\r\n* use decorator for argument renaming\r\n\r\n* rename parse_args
tensorpack/tensorpack,0ffdcc44a9288057be69ef9328a16dcc9526fa69,Convolutional,Refactor,,accept tf.layers compatible argument names (#635)\n\n* use tflayers\r\n\r\n* some docs\r\n\r\n* use decorator for argument renaming\r\n\r\n* rename parse_args
tensorpack/tensorpack,0ffdcc44a9288057be69ef9328a16dcc9526fa69,Initializer,Refactor,,accept tf.layers compatible argument names (#635)\n\n* use tflayers\r\n\r\n* some docs\r\n\r\n* use decorator for argument renaming\r\n\r\n* rename parse_args
tensorpack/tensorpack,0ffdcc44a9288057be69ef9328a16dcc9526fa69,Pooling,Refactor,,accept tf.layers compatible argument names (#635)\n\n* use tflayers\r\n\r\n* some docs\r\n\r\n* use decorator for argument renaming\r\n\r\n* rename parse_args
tensorpack/tensorpack,0ffdcc44a9288057be69ef9328a16dcc9526fa69,Linear,Refactor,,accept tf.layers compatible argument names (#635)\n\n* use tflayers\r\n\r\n* some docs\r\n\r\n* use decorator for argument renaming\r\n\r\n* rename parse_args
CharlesShang/FastMaskRCNN,3855bf60d1bc1a41ffd5af501e636f63d46f0c15,,Bug Fix,,debugging and fixing some errors
CharlesShang/FastMaskRCNN,3855bf60d1bc1a41ffd5af501e636f63d46f0c15,Convolutional,Bug Fix,,debugging and fixing some errors
CharlesShang/FastMaskRCNN,3855bf60d1bc1a41ffd5af501e636f63d46f0c15,Initializer,Bug Fix,,debugging and fixing some errors
CharlesShang/FastMaskRCNN,3855bf60d1bc1a41ffd5af501e636f63d46f0c15,Training,Bug Fix,,debugging and fixing some errors
CharlesShang/FastMaskRCNN,3855bf60d1bc1a41ffd5af501e636f63d46f0c15,Linear,Bug Fix,,debugging and fixing some errors
CharlesShang/FastMaskRCNN,3855bf60d1bc1a41ffd5af501e636f63d46f0c15,Activation,Bug Fix,,debugging and fixing some errors
keras-team/keras-contrib,fe020327c4aa9325c6e0b98d4ee9ba7fc717bd14,,Feature,,correct the implementation to be more in line with the paper
keras-team/keras-contrib,fe020327c4aa9325c6e0b98d4ee9ba7fc717bd14,Merging,Feature,,correct the implementation to be more in line with the paper
keras-team/keras-contrib,fe020327c4aa9325c6e0b98d4ee9ba7fc717bd14,Convolutional,Feature,,correct the implementation to be more in line with the paper
sentinel-hub/eo-flow,49403d49c424d1d973ac2215b586edd05f21bfeb,,Feature,,add resunet-a architecture implementation
sentinel-hub/eo-flow,49403d49c424d1d973ac2215b586edd05f21bfeb,Activation,Feature,,add resunet-a architecture implementation
sentinel-hub/eo-flow,49403d49c424d1d973ac2215b586edd05f21bfeb,Convolutional,Feature,,add resunet-a architecture implementation
LoSealL/VideoSuperResolution,334dbecbba8e7566bd6812be08c9316a6ee64a2a,,Bug Fix,,[add] convolutional implemented bicubical interpolation. see `util.utility.bicubic_resize` for details.\n[fix-vsrt] frvsr error\n[add-vsrt] tecogan uses a different d-net
LoSealL/VideoSuperResolution,334dbecbba8e7566bd6812be08c9316a6ee64a2a,Convolutional,Bug Fix,,[add] convolutional implemented bicubical interpolation. see `util.utility.bicubic_resize` for details.\n[fix-vsrt] frvsr error\n[add-vsrt] tecogan uses a different d-net
LoSealL/VideoSuperResolution,334dbecbba8e7566bd6812be08c9316a6ee64a2a,Training,Bug Fix,,[add] convolutional implemented bicubical interpolation. see `util.utility.bicubic_resize` for details.\n[fix-vsrt] frvsr error\n[add-vsrt] tecogan uses a different d-net
LoSealL/VideoSuperResolution,334dbecbba8e7566bd6812be08c9316a6ee64a2a,Linear,Bug Fix,,[add] convolutional implemented bicubical interpolation. see `util.utility.bicubic_resize` for details.\n[fix-vsrt] frvsr error\n[add-vsrt] tecogan uses a different d-net
LoSealL/VideoSuperResolution,334dbecbba8e7566bd6812be08c9316a6ee64a2a,Activation,Bug Fix,,[add] convolutional implemented bicubical interpolation. see `util.utility.bicubic_resize` for details.\n[fix-vsrt] frvsr error\n[add-vsrt] tecogan uses a different d-net
LoSealL/VideoSuperResolution,334dbecbba8e7566bd6812be08c9316a6ee64a2a,Reshaping,Bug Fix,,[add] convolutional implemented bicubical interpolation. see `util.utility.bicubic_resize` for details.\n[fix-vsrt] frvsr error\n[add-vsrt] tecogan uses a different d-net
LoSealL/VideoSuperResolution,334dbecbba8e7566bd6812be08c9316a6ee64a2a,,Feature,,[add] convolutional implemented bicubical interpolation. see `util.utility.bicubic_resize` for details.\n[fix-vsrt] frvsr error\n[add-vsrt] tecogan uses a different d-net
LoSealL/VideoSuperResolution,334dbecbba8e7566bd6812be08c9316a6ee64a2a,Convolutional,Feature,,[add] convolutional implemented bicubical interpolation. see `util.utility.bicubic_resize` for details.\n[fix-vsrt] frvsr error\n[add-vsrt] tecogan uses a different d-net
LoSealL/VideoSuperResolution,334dbecbba8e7566bd6812be08c9316a6ee64a2a,Training,Feature,,[add] convolutional implemented bicubical interpolation. see `util.utility.bicubic_resize` for details.\n[fix-vsrt] frvsr error\n[add-vsrt] tecogan uses a different d-net
LoSealL/VideoSuperResolution,334dbecbba8e7566bd6812be08c9316a6ee64a2a,Linear,Feature,,[add] convolutional implemented bicubical interpolation. see `util.utility.bicubic_resize` for details.\n[fix-vsrt] frvsr error\n[add-vsrt] tecogan uses a different d-net
LoSealL/VideoSuperResolution,334dbecbba8e7566bd6812be08c9316a6ee64a2a,Activation,Feature,,[add] convolutional implemented bicubical interpolation. see `util.utility.bicubic_resize` for details.\n[fix-vsrt] frvsr error\n[add-vsrt] tecogan uses a different d-net
LoSealL/VideoSuperResolution,334dbecbba8e7566bd6812be08c9316a6ee64a2a,Reshaping,Feature,,[add] convolutional implemented bicubical interpolation. see `util.utility.bicubic_resize` for details.\n[fix-vsrt] frvsr error\n[add-vsrt] tecogan uses a different d-net
leftthomas/R2Plus1D-C3D,e6a610942686681634f1f1e2f7b997f60dfb428e,,Bug Fix,,fix bug about model type choose
leftthomas/R2Plus1D-C3D,e6a610942686681634f1f1e2f7b997f60dfb428e,Dropout,Bug Fix,,fix bug about model type choose
leftthomas/R2Plus1D-C3D,e6a610942686681634f1f1e2f7b997f60dfb428e,Convolutional,Bug Fix,,fix bug about model type choose
leftthomas/R2Plus1D-C3D,e6a610942686681634f1f1e2f7b997f60dfb428e,Linear,Bug Fix,,fix bug about model type choose
leftthomas/R2Plus1D-C3D,e6a610942686681634f1f1e2f7b997f60dfb428e,Activation,Bug Fix,,fix bug about model type choose
Rayhane-mamah/Tacotron-2,fb5564b7584ae0dc62ffecaa89d463ff24a3c251,,Feature,,my hparams + faster attention + pitch loss fix
Rayhane-mamah/Tacotron-2,fb5564b7584ae0dc62ffecaa89d463ff24a3c251,Initializer,Feature,,my hparams + faster attention + pitch loss fix
Rayhane-mamah/Tacotron-2,fb5564b7584ae0dc62ffecaa89d463ff24a3c251,Convolutional,Feature,,my hparams + faster attention + pitch loss fix
Rayhane-mamah/Tacotron-2,fb5564b7584ae0dc62ffecaa89d463ff24a3c251,Temporal,Feature,,my hparams + faster attention + pitch loss fix
Rayhane-mamah/Tacotron-2,fb5564b7584ae0dc62ffecaa89d463ff24a3c251,,Bug Fix,loss,my hparams + faster attention + pitch loss fix
Rayhane-mamah/Tacotron-2,fb5564b7584ae0dc62ffecaa89d463ff24a3c251,Initializer,Bug Fix,loss,my hparams + faster attention + pitch loss fix
Rayhane-mamah/Tacotron-2,fb5564b7584ae0dc62ffecaa89d463ff24a3c251,Convolutional,Bug Fix,loss,my hparams + faster attention + pitch loss fix
roytseng-tw/Detectron.pytorch,4705009852f0353daef053239cc6bdba757647ae,,Feature,,add group norm mask-rcnn baselines
roytseng-tw/Detectron.pytorch,4705009852f0353daef053239cc6bdba757647ae,Normalization,Feature,,add group norm mask-rcnn baselines
roytseng-tw/Detectron.pytorch,4705009852f0353daef053239cc6bdba757647ae,Convolutional,Feature,,add group norm mask-rcnn baselines
roytseng-tw/Detectron.pytorch,4705009852f0353daef053239cc6bdba757647ae,Pooling,Feature,,add group norm mask-rcnn baselines
roytseng-tw/Detectron.pytorch,4705009852f0353daef053239cc6bdba757647ae,Initializer,Feature,,add group norm mask-rcnn baselines
roytseng-tw/Detectron.pytorch,4705009852f0353daef053239cc6bdba757647ae,Training,Feature,,add group norm mask-rcnn baselines
roytseng-tw/Detectron.pytorch,4705009852f0353daef053239cc6bdba757647ae,Linear,Feature,,add group norm mask-rcnn baselines
roytseng-tw/Detectron.pytorch,4705009852f0353daef053239cc6bdba757647ae,Activation,Feature,,add group norm mask-rcnn baselines
gregwchase/eyenet,47bacedee1fa449b359ef2a11c8f321a98809207,Convolutional,Other,,best model: changed stride size to 32  acc=0.8347  val_acc = 0.8016
TensorMSA/tensormsa,35dcbb0bcdfa64129dc57d9bfc9ae30288195a91,,Feature,,update : cnn train api : put parameter change\nupdate : cnn eval : logic update
TensorMSA/tensormsa,35dcbb0bcdfa64129dc57d9bfc9ae30288195a91,Convolutional,Feature,,update : cnn train api : put parameter change\nupdate : cnn eval : logic update
TensorMSA/tensormsa,35dcbb0bcdfa64129dc57d9bfc9ae30288195a91,Pooling,Feature,,update : cnn train api : put parameter change\nupdate : cnn eval : logic update
TensorMSA/tensormsa,35dcbb0bcdfa64129dc57d9bfc9ae30288195a91,Linear,Feature,,update : cnn train api : put parameter change\nupdate : cnn eval : logic update
TensorMSA/tensormsa,35dcbb0bcdfa64129dc57d9bfc9ae30288195a91,Activation,Feature,,update : cnn train api : put parameter change\nupdate : cnn eval : logic update
marian42/shapegan,2106f14b4c0364252a7c8311d1c8d7cba288c482,Convolutional,Feature,,create a constant for the size of the autoencoder's bottleneck
hirofumi0810/neural_sp,33c06fd437340eb260f293d0d0e516f26743c3f6,,Feature,,add 1d conv positional encoding
hirofumi0810/neural_sp,33c06fd437340eb260f293d0d0e516f26743c3f6,Dropout,Feature,,add 1d conv positional encoding
hirofumi0810/neural_sp,33c06fd437340eb260f293d0d0e516f26743c3f6,Convolutional,Feature,,add 1d conv positional encoding
as-ideas/TransformerTTS,9c542c1af6d9abd904e30d86b90f301629ba359b,,Other,,use deconv instead of pixel shuffle.
as-ideas/TransformerTTS,9c542c1af6d9abd904e30d86b90f301629ba359b,Convolutional,Other,,use deconv instead of pixel shuffle.
allenai/bi-att-flow,ea9252e21b93dbc8286490ecd865798c3ee07abc,,Feature,,no matrix conversion  diff dim for char/word
allenai/bi-att-flow,ea9252e21b93dbc8286490ecd865798c3ee07abc,Activation,Feature,,no matrix conversion  diff dim for char/word
allenai/bi-att-flow,ea9252e21b93dbc8286490ecd865798c3ee07abc,Sparse,Feature,,no matrix conversion  diff dim for char/word
allenai/bi-att-flow,ea9252e21b93dbc8286490ecd865798c3ee07abc,Convolutional,Feature,,no matrix conversion  diff dim for char/word
leftthomas/DGCNN,3d91627d3894995ec63c5b2128ddf92ce7a8425f,Convolutional,Feature,,add ssim to give ssim loss afterward
nanoporetech/bonito,887cf19a86b308550ee14644bef90c119bf74603,,Feature,,match stride and dilation from paper
nanoporetech/bonito,887cf19a86b308550ee14644bef90c119bf74603,Convolutional,Feature,,match stride and dilation from paper
ivannz/cplxmodule,4d8f7a806507f639090a5649cfc2036678a53f72,Convolutional,Feature,,enh added masked 2d-conv layer  had to promote _convnd in mro
keras-team/keras-contrib,8f9d38726598797ac2b0c6cca4a0aa84b53486ea,,Refactor,,managed to reduce the code duplication by shifting the builder to densenet.py
keras-team/keras-contrib,8f9d38726598797ac2b0c6cca4a0aa84b53486ea,Dropout,Refactor,,managed to reduce the code duplication by shifting the builder to densenet.py
keras-team/keras-contrib,8f9d38726598797ac2b0c6cca4a0aa84b53486ea,Normalization,Refactor,,managed to reduce the code duplication by shifting the builder to densenet.py
keras-team/keras-contrib,8f9d38726598797ac2b0c6cca4a0aa84b53486ea,Convolutional,Refactor,,managed to reduce the code duplication by shifting the builder to densenet.py
keras-team/keras-contrib,8f9d38726598797ac2b0c6cca4a0aa84b53486ea,Merging,Refactor,,managed to reduce the code duplication by shifting the builder to densenet.py
keras-team/keras-contrib,8f9d38726598797ac2b0c6cca4a0aa84b53486ea,Activation,Refactor,,managed to reduce the code duplication by shifting the builder to densenet.py
keras-team/keras-contrib,8f9d38726598797ac2b0c6cca4a0aa84b53486ea,Weight regularizer,Refactor,,managed to reduce the code duplication by shifting the builder to densenet.py
keras-team/keras-contrib,8f9d38726598797ac2b0c6cca4a0aa84b53486ea,Reshaping,Refactor,,managed to reduce the code duplication by shifting the builder to densenet.py
pyprob/pyprob,cf2a4721625eac8acdd52fb6e24148fb06111b15,Linear,Feature,,better handle default observations
pyprob/pyprob,cf2a4721625eac8acdd52fb6e24148fb06111b15,Pooling,Feature,,better handle default observations
pyprob/pyprob,cf2a4721625eac8acdd52fb6e24148fb06111b15,Activation,Feature,,better handle default observations
pyprob/pyprob,cf2a4721625eac8acdd52fb6e24148fb06111b15,Convolutional,Feature,,better handle default observations
autorope/donkeycar,01dd4605e79340fc781c662d31955a382b71e717,,Other,,transfer with load_weights call instead of load model. named layers
autorope/donkeycar,01dd4605e79340fc781c662d31955a382b71e717,Dropout,Other,,transfer with load_weights call instead of load model. named layers
autorope/donkeycar,01dd4605e79340fc781c662d31955a382b71e717,Convolutional,Other,,transfer with load_weights call instead of load model. named layers
autorope/donkeycar,01dd4605e79340fc781c662d31955a382b71e717,Merging,Other,,transfer with load_weights call instead of load model. named layers
autorope/donkeycar,01dd4605e79340fc781c662d31955a382b71e717,Linear,Other,,transfer with load_weights call instead of load model. named layers
autorope/donkeycar,01dd4605e79340fc781c662d31955a382b71e717,Reshaping,Other,,transfer with load_weights call instead of load model. named layers
fancompute/wavetorch,650685584d29c58cd3960debab2e13f7bdc8366b,,Feature,,updated plotting; now using state_dict to save/load models
fancompute/wavetorch,650685584d29c58cd3960debab2e13f7bdc8366b,Convolutional,Feature,,updated plotting; now using state_dict to save/load models
datlife/yolov2,76a26461b94116bec590922db4ed87003507f4dc,,Bug Fix,,it workssssgit statusgit status!
datlife/yolov2,76a26461b94116bec590922db4ed87003507f4dc,Normalization,Bug Fix,,it workssssgit statusgit status!
datlife/yolov2,76a26461b94116bec590922db4ed87003507f4dc,Convolutional,Bug Fix,,it workssssgit statusgit status!
datlife/yolov2,76a26461b94116bec590922db4ed87003507f4dc,Merging,Bug Fix,,it workssssgit statusgit status!
datlife/yolov2,76a26461b94116bec590922db4ed87003507f4dc,Pooling,Bug Fix,,it workssssgit statusgit status!
datlife/yolov2,76a26461b94116bec590922db4ed87003507f4dc,Linear,Bug Fix,,it workssssgit statusgit status!
datlife/yolov2,76a26461b94116bec590922db4ed87003507f4dc,Activation,Bug Fix,,it workssssgit statusgit status!
datlife/yolov2,76a26461b94116bec590922db4ed87003507f4dc,Weight regularizer,Bug Fix,,it workssssgit statusgit status!
sash-a/CoDeepNEAT,2679ba267f631198ced5da935807b12a6bee5682,Convolutional,Feature,,change how 1x1 convs are put on the gpu
tensorpack/tensorpack,08cecd44a7b2fc1ad28f2ed9097cd0062b30975a,,Feature,,support nchw in deconv. change some more examples. (#150)
tensorpack/tensorpack,08cecd44a7b2fc1ad28f2ed9097cd0062b30975a,Convolutional,Feature,,support nchw in deconv. change some more examples. (#150)
dbolya/yolact,13b49d749b734b098a292c8c5226017b344ccc67,Reshaping,Bug Fix,,cleaned up the backbone configs a little and fixed the square anchor bug in a backwards compatible way by adding a \use_square_anchors\" setting."
dbolya/yolact,13b49d749b734b098a292c8c5226017b344ccc67,Activation,Bug Fix,,cleaned up the backbone configs a little and fixed the square anchor bug in a backwards compatible way by adding a \use_square_anchors\" setting."
dbolya/yolact,13b49d749b734b098a292c8c5226017b344ccc67,Convolutional,Bug Fix,,cleaned up the backbone configs a little and fixed the square anchor bug in a backwards compatible way by adding a \use_square_anchors\" setting."
dbolya/yolact,13b49d749b734b098a292c8c5226017b344ccc67,Reshaping,Deprecate,,cleaned up the backbone configs a little and fixed the square anchor bug in a backwards compatible way by adding a \use_square_anchors\" setting."
dbolya/yolact,13b49d749b734b098a292c8c5226017b344ccc67,Activation,Deprecate,,cleaned up the backbone configs a little and fixed the square anchor bug in a backwards compatible way by adding a \use_square_anchors\" setting."
dbolya/yolact,13b49d749b734b098a292c8c5226017b344ccc67,Convolutional,Deprecate,,cleaned up the backbone configs a little and fixed the square anchor bug in a backwards compatible way by adding a \use_square_anchors\" setting."
