Project Name,Change Frequency,Commit Count
seungeunrho/minimalRL,132,23
cooooorn/Pytorch-XNOR-Net,29,4
taki0112/CycleGAN-Tensorflow,83,4
vliu15/3d-brain-tumor-segmentation,1076,113
iworldtong/text_gcn.pytorch,8,3
rshaojimmy/AAAI2020-RFMetaFAS,6,1
safakkbilici/Classification-On-Chest-X-Ray-Diagnosis-Images,4,1
ml-resources/neuralnetwork-programming,46,6
ypxie/HDGan,175,15
dmolony3/DRN,45,2
as1ndu/keras-for-numerai,3,2
GoogleCloudPlatform/MiniCat,14,2
danfenghong/ECCV2020_CUCaNet,2,1
ilguyi/dcgan.tensorflow,112,19
packyan/PyTorch-YOLOv3-kitti,6,1
bogatyy/cs224d,17,1
guokr/TorchCTR,50,16
generalized-iou/Detectron.pytorch,1952,186
hassony2/manopth,65,6
610265158/Peppa_Pig_Face_Engine,4,1
zonetrooper32/AgeEstimateAdience,143,4
minghao-wu/DeepLearningFromScratch,39,2
ace19-dev/gvcnn-tf,1039,97
mks0601/3DMPPE_POSENET_RELEASE,14,3
Helsinki-NLP/HBMP,10,3
pymit/Memojify,75,7
zijundeng/pytorch-semantic-segmentation,632,50
WojciechMormul/gan,7,1
tankche1/IDeMe-Net,17,1
devsisters/TCML-tensorflow,326,31
petuum/adaptdl,11,5
Kyubyong/transformer,402,15
JosieHong/CNNs_for_classifing_CIFAR10,65,4
bjherger/keras-pandas,135,40
EagleW/PaperRobot,5,3
IDSIA/sacred,8,5
dnddnjs/pytorch-multigpu,12,1
shinya7y/UniverseNet,1183,212
taki0112/UNIT-Tensorflow,122,8
2wins/SRMD-pytorch,16,2
aisolab/nlp_classification,1036,127
KaiyangZhou/pytorch-vsumm-reinforce,8,2
wbuchwalter/tensorflow-k8s-azure,17,1
GantMan/nsfw_model,84,17
jfzhang95/pytorch-deeplab-xception,201,19
CVxTz/medical_image_segmentation,7,2
GZHermit/pytorch-GAN4Segmentation,27,1
CharlieDinh/FEDL,117,15
InnerPeace-Wu/CapsNet-tensorflow,83,4
ahmedelgohary/personality-insights,16,4
wyu-du/MatchPyramid-for-semantic-matching,14,1
zhangqianhui/Self-Supervised-GANs,66,1
zwx8981/UNIQUE,2,2
thulab/DeepHash,133,6
aldi-dimara/keras-focal-loss,7,1
phamquiluan/ResidualMaskingNetwork,163,1
threelittlemonkeys/lstm-crf-pytorch,236,37
JihongJu/keras-resnet3d,80,5
sktime/sktime-dl,399,29
mila-iqia/babyai,858,120
moabarar/nemar,43,12
umbertogriffo/focal-loss-keras,18,5
thomaskuestner/CNNArt,3296,147
ricardorei/lightning-text-classification,30,4
AimeeKing/crnn-tensorflow,23,1
JHart96/keras_elmo_embedding_layer,3,2
Pilhyeon/Background-Modeling-via-Uncertainty-Estimation,8,3
d-li14/face-attribute-prediction,10,1
sunsided/vae-style-transfer,23,5
zhuyiche/sfcn-opi,790,24
rwightman/pytorch-pommerman-rl,657,60
kiyohiro8/GraphBasedGlobalReasoning,31,3
utkuozbulak/pytorch-cnn-adversarial-attacks,8,2
yd8534976/conGAN,226,35
vipstone/faceai,4,3
ppooiiuuyh/SinGAN-tensorflow2.0,16,3
uhh-lt/BlurbGenreCollection-HMC,40,6
tamarott/SinGAN,30,6
tensorflow/kfac,1058,50
jiweeo/pytorch-stochastic-depth,14,6
TropComplique/set-transformer,127,6
wotchin/SmooFaceEngine,72,7
ucla-labx/distbelief,435,55
ycszen/pytorch-segmentation,87,6
ac-93/soft-actor-critic,68,6
shvetsiya/mask-rcnn,28,15
lonePatient/BERT-NER-Pytorch,132,5
murdockhou/lightweight_openpose,294,8
pierluigiferrari/ssd_keras,1412,32
tf-encrypted/federated-aggregations,36,12
titu1994/Nested-LSTM,17,3
tunz/transformer-pytorch,20,6
SSinyu/WGAN_VGG,23,3
LuZhenHuan/code,417,11
Zhaoyi-Yan/Shift-Net_pytorch,1616,104
changwoolee/WGAN-GP-tensorflow,61,2
EN10/KerasMNIST,18,9
PacktPublishing/Hands-On-Neural-Networks-with-TensorFlow-2.0,32,5
PetarV-/facejack,83,14
yoyololicon/pytorch_FFTNet,368,34
hwalsuklee/tensorflow-generative-model-collections,55,5
YeongHyeon/Super-Resolution_CNN-PyTorch,22,5
BogiHsu/Voice-Conversion,7,2
maharshi95/Pose2vec,12,1
hanranCode/ImageDT,106,11
traveller59/torch2trt,238,14
hyperfraise/Pytorch-StNet,24,7
leitro/handwrittenDigitSequenceRec,48,2
xternalz/WideResNet-pytorch,28,4
chnsh/DCRNN_PyTorch,205,37
hellonlp/classifier_multi_label,8,2
DeNA/PyTorch_YOLOv3,35,8
lmbxmu/ABCPruner,257,27
aditya-vora/FCHD-Fully-Convolutional-Head-Detector,1,1
ruotianluo/pytorch-resnet,30,3
hzxie/GRNet,447,37
lmcinnes/umap,18,5
GajuuzZ/Human-Falling-Detect-Tracks,4,2
utsavgarg/tensorflow-classification,54,4
adminho/machine-learning,282,29
mseitzer/srgan,1,1
areiner222/MDLSTM,37,1
google-research/tensorflow_constrained_optimization,810,46
joakimjohnander/agame-vos,11,1
braveryCHR/CNN_captcha,29,1
microsoft/human-pose-estimation.pytorch,10,2
ignavier/notears-tensorflow,3,1
akosiorek/hart,3,1
nicolaspi/treelstm,336,12
EasonApolo/mstn,327,10
jxyyjm/tensorflow_test,101,8
kentaroy47/DatasetCulling,44,6
vahidk/tfrecord,2,1
kmaninis/OSVOS-PyTorch,200,44
qubvel/segmentation_models.pytorch,166,24
locuslab/e2e-model-learning,375,5
DevoLearn/devolearn,12,1
velebit-ai/COVID-Next-Pytorch,50,4
goruck/smart-zoneminder,303,37
mickeystroller/R-BERT,8,1
tiepvupsu/zalo_landmark,28,4
TDeVries/enas_pytorch,61,8
pppLang/Res2Net,2,1
harrymt/rate-my-plate,22,5
pppLang/SKNet,62,5
tanwen19932/nre,301,42
MandyMo/pytorch_HMR,88,1
yizt/Grad-CAM.pytorch,23,9
sdhayalk/TensorFlow_Speech_Recognition_Challenge,571,40
dhkim0225/keras-image-segmentation,39,7
titu1994/keras-squeeze-excite-network,139,12
FurkanOM/tf-ssd,711,40
torrvision/siamfc-tf,228,20
nikonikolov/rltf,3434,171
aangfanboy/TripletLossFace,115,6
ewrfcas/QANet_keras,163,8
hyeonseobnam/py-MDNet,93,7
liorsidi/ViolenceDetection_CNNLSTM,84,12
shoaibahmed/FCN-TensorFlow,183,11
anibali/margipose,114,15
AxisCommunications/onnx-to-keras,22,12
beld/Tensorflow-seq2seq-autoencoder,11,1
dingmyu/Pytorch-Topology-Aware-Delineation,3,1
chaovven/SMIX,7,3
ProGamerGov/neural-style-pt,142,25
hizhangp/yolo_tensorflow,278,9
pmsosa/CS291K,27,2
sugyan/tensorflow-mnist,28,3
zfergus/face-preserving-style-transfer,154,23
felixgwu/FastFusionNet,17,3
dangweili/pedestrian-attribute-recognition-pytorch,1,1
cszhangzhen/HGP-SL,15,2
littleredxh/EasyPositiveHardNegative,34,5
remyhuang/pop-music-highlighter,6,1
AppleHolic/pytorch_sound,198,27
LemonPi/pytorch_mppi,13,1
pytorch/botorch,711,130
florijanstamenkovic/PytorchRnnLM,66,10
huyvnphan/PyTorch_CIFAR10,77,8
idearibosome/tf-bsrn-sr,3,2
tstandley/Xception-PyTorch,1,1
CherryPieSexy/imitation_learning,190,24
forsythe/tensorflow-emotion-detection,254,18
thanhson1085/Hello-AI,3,2
vikrant7/pytorch-looking-fast-and-slow,3,1
syang1993/FFTNet,80,14
ddehueck/pytorch-neat,36,4
ixaxaar/pytorch-sublstm,4,2
sniklaus/pytorch-liteflownet,79,8
jayparks/transformer,120,22
ChawDoe/LeNet5-MNIST-PyTorch,20,2
cysmith/neural-style-tf,39,11
deel-ai/deel-lip,27,8
akanimax/BMSG-GAN,264,7
jiecaoyu/pytorch_imagenet,32,9
ivclab/agegenderLMTCNN,36,2
jik0730/Meta-SGD-pytorch,15,2
hoangthang1607/StarGAN-Keras,1,1
Lorne0/LSTNet_keras,64,3
TobiasLee/Text-Classification,29,5
madrugado/Attention-Based-Aspect-Extraction,79,9
fawazsammani/mogrifier-lstm-pytorch,5,1
i008/pytorch-deepfashion,1,1
rlcode/per,6,3
floydhub/dcgan,5,4
yeezhu/SPN.pytorch,53,1
andreasveit/densenet-pytorch,6,2
fxia22/pointnet.pytorch,107,16
bubbliiiing/faster-rcnn-keras,25,5
Sundrops/video-caption.pytorch,38,4
wangleihitcs/DeepLab-V1-PyTorch,12,2
chakki-works/namaco,142,18
leohsuofnthu/Tensorflow-YOLACT,2310,206
kweisamx/TensorFlow-SRCNN,7,2
rrangith/RealTalk,1,1
jariasf/GMVAE,4,2
wannabeOG/Mask-RCNN,56,2
alldbi/SuperMix,77,15
hachmannlab/chemml,159,10
ulissigroup/amptorch,1180,161
timchen0618/pytorch-leo,23,1
phychaos/lstm_crf,42,1
edniemeyer/keras_timeseries,283,65
MG2033/ShuffleNet,210,17
Rayhane-mamah/Tacotron-2,1236,64
GKalliatakis/Keras-VGG16-places365,155,11
dancsalo/TensorFlow-MIL,27,2
ayooshkathuria/pytorch-yolo-v3,434,57
OpenNMT/OpenNMT-py,4812,627
reppy4620/Dialog,110,15
foamliu/Super-Resolution-Net,175,28
timctho/mobilenet-v2-tensorflow,3,3
lppllppl920/DenseDescriptorLearning-Pytorch,64,4
hujinsen/StarGAN-Voice-Conversion,32,5
kenziyuliu/MS-G3D,7,1
jensjepsen/imdb-transformer,148,24
gbaydin/difftorch,18,5
monologg/DistilKoBERT,20,7
ildoonet/data-science-bowl-2018,206,31
HadoopIt/joint-slu-lm,13,3
seba-1511/igt.pth,3,1
bstriner/keras-adversarial,442,47
swdsld/RandWire_tensorflow,78,12
liangheming/retinanetv1,67,6
Huffon/pytorch-transformer-kor-eng,78,15
Katexiang/ERF-PSPNET,75,7
baichuan/Neural_Bayesian_Personalized_Ranking,5,1
tahaemara/LiteSeg,1,1
MiguelMonteiro/VNet-Tensorflow,99,5
MaybeShewill-CV/attentive-gan-derainnet,190,16
JetBrains-Research/code2seq,230,85
galsang/BiBloSA-pytorch,20,2
SeuTao/Xtensorflow,31,7
ShawnyXiao/TextClassification-Keras,63,2
xming521/CTAI,1,1
holyseven/PSPNet-TF-Reproduce,443,20
seongmin-kye/meta-SR,2,1
yanghanxy/CIAN,7,2
ShaoQiBNU/pytorch-tfrecords,3,2
zasdfgbnm/TorchSnooper,19,5
albertlai/deep-style-transfer,14,2
anishathalye/neural-style,50,13
ishalyminov/few_shot_dialogue_generation,2,1
atgambardella/pytorch-es,7,3
danielegrattarola/deep-q-snake,37,10
prakashpandey9/BicycleGAN,15,3
saadbutt32/Pakistan-Sign-Language-Interpreter,4,4
Jackpopc/aiLearnNotes,1,1
deep-diver/DeepModels,1464,51
taki0112/BigGAN-Tensorflow,11,1
FlorianPfisterer/2D-LSTM-Seq2Seq,257,43
Janus-Shiau/awd-lstm-tensorflow,28,1
huggingface/hmtl,3,1
RchalYang/torchrl,666,70
znck/mitosis-detection,123,37
jingxil/Pointer-Networks,19,1
nicstrisc/Push-Pull-CNN-layer,1,1
ekagra-ranjan/fake-news-detection-LIAR-pytorch,52,5
yusugomori/deeplearning-pytorch,178,20
lonePatient/albert_pytorch,140,7
MauryaRitesh/Face_ID,22,2
kaitolucifer/wide-and-deep-learning-keras,12,2
L0SG/relational-rnn-pytorch,127,25
lorenmt/mtan,110,11
datawhalechina/dive-into-cv-pytorch,335,7
kozistr/rcan-tensorflow,268,38
ratschlab/SOM-VAE,1,1
apacha/MusicSymbolClassifier,142,28
tobegit3hub/deep_q,156,10
baudm/MONet-pytorch,410,67
mtli/PhotoSketch,48,1
romulus0914/MixNet-PyTorch,17,4
AlexHex7/Spatial-Transformer-Networks_pytorch,18,2
VITA-Group/Self-PU,22,8
yao62995/A3C,1,1
jcwleo/Reinforcement_Learning,334,32
IBM/bLVNet-TAM,2,2
MasazI/cnn_depth_tensorflow,41,3
cybertronai/pytorch-sso,166,28
Katexiang/swiftnet,47,4
graykode/gpt-2-Pytorch,6,4
tylergenter/pytorch,2045,224
jiny2001/deeply-recursive-cnn-tf,163,9
Dawars/SqueezeNet-tf,13,3
CVLAB-Unibo/Real-time-self-adaptive-deep-stereo,37,9
browatbn2/3FabRec,31,3
tensorflow/compression,831,46
adavoudi/spdnet,239,27
lihui-colin/Stronger-yolo-pytorch,229,12
wenwenyu/PICK-pytorch,41,5
haqishen/MFNet-pytorch,40,2
horseee/PhysioNet,17,4
AKASH2907/bird_species_classification,50,3
minerva-ml/open-solution-ship-detection,75,6
AlexGidiotis/Advanced-ML-techniques,29,5
chaitanya100100/VAE-for-Image-Generation,38,4
dl19940602/GCnet-pytorch,25,1
Robert-JunWang/PeleeNet,84,4
krrish94/ENet-ScanNet,27,4
shawroad/NLP_pytorch_project,119,7
Dohppak/Music_Genre_Classification_Pytorch,13,2
jiegzhan/multi-class-text-classification-cnn,88,7
blue-season/pywarm,18,7
Kongsea/DeepSpectroscopy,24,3
rarilurelo/tensorflow-synthetic_gradient,1,1
matssteinweg/PIXOR,2,1
clvrai/ACGAN-PyTorch,123,7
Octavian-ai/mac-graph,2171,350
noahchalifour/baidu-deepspeech2,153,18
XifengGuo/CapsNet-Pytorch,23,3
BorjaGomezSolorzano/deep-trader,94,10
clvrai/CycleGAN-Tensorflow,13,2
nelson-liu/paraphrase-id-tensorflow,67,5
joeddav/devol,78,28
ZJU-RL/rllite,437,22
lnpalmer/PPO,89,12
wanglouis49/pytorch-autoencoders,13,1
RuiShu/tensorbayes,171,22
minar09/Fashion-Clothing-Parsing,266,27
lidq92/VSFA,7,3
junqiangchen/Unet2d,4,1
aodiwei/Tensorflow-object-detection-API-for-face-detcetion,1,1
bfelbo/DeepMoji,14,4
BayesWatch/tf-variational-dropout,111,20
FLming/CRNN.tf2,557,44
philipperemy/tensorflow-grid-lstm,8,1
senliuy/Keras_HED_with_model,1,1
vikrant7/mobile-vod-bottleneck-lstm,773,27
dee1024/pytorch-captcha-recognition,77,7
rainofmine/Repulsion_Loss,14,1
QiaoranC/tf_ResNeSt_RegNet_model,94,6
kimhc6028/pathnet-pytorch,30,4
yanx27/3DGNN_pytorch,29,2
1adrianb/pytorch-estimate-flops,11,2
sunjesse/SimCLR_pytorch,86,10
zjucx/RosePrisma,22,3
pandezhao/alpha_sigma,116,11
pppoe/tensorflow-sphereface-asoftmax,2,1
whitesnowdrop/c3d_pytorch,34,1
lucidrains/compressive-transformer-pytorch,5,3
Sandeep42/anuvada,15,6
yingcong/HomoInterpGAN,70,2
AcutronicRobotics/ros2learn,98,50
tonitick/AR-CNN,84,3
recong/Boundless-in-Pytorch,135,7
schelotto/Neural_Speed_Reading_via_Skim-RNN_PyTorch,96,2
yihui-he/GAN-MNIST,179,11
yl-1993/learn-to-cluster,45,12
arunos728/MotionSqueeze,239,6
megvii-research/ICCV2019-LearningToPaint,34,10
Lornatang/PyTorch-WGANGP,44,1
dandxy89/DeepLearningReading,21,6
flrngel/Self-Attentive-tensorflow,57,4
kshitiz38/autonomous_drone_for_tracking,121,15
michaelulin/pytorch-caffe2-aws-lambda,9,1
pdoublerainbow/bisenet-tensorflow,11,3
rk2900/DRSA,29,5
MahanFathi/UnsupervisedObjectDetection,3,1
rubenvillegas/cvpr2018nkn,85,1
claravania/rnn-lm-tensorflow,5,1
snehasinghania/STResNet,4,2
DeeChat/chatbot-generative,34,6
darkmatter2222/COD-MW-2019-DNN,27,9
kozistr/Awesome-Segmentations,72,4
kuc2477/pytorch-vae,5,1
nashory/pggan-pytorch,310,30
tbornt/text_classification_pytorch,119,28
RanchMobile/Tamil-AI,4,2
benedekrozemberczki/ClusterGCN,35,6
flrngel/Transformer-tensorflow,38,3
jacobgil/pytorch-explain-black-box,2,1
photogeniq/texturize,316,55
crisbodnar/text-to-image,1221,90
timediv/speechT,282,50
pipy201/study,13,1
Oldpan/Deep-Painterly-Harmonization-Pytorch,119,6
pengshuang/Text-Similarity,119,5
Alexander-H-Liu/MalConv-Pytorch,1,1
airalcorn2/Recurrent-Convolutional-Neural-Network-Text-Classifier,23,6
JunhongXu/ppo-pytorch,62,6
chaitjo/lstm-context-embeddings,530,18
maudzung/Complex-YOLOv4-Pytorch,492,50
FalkonML/falkon,287,56
baudcode/tf-semantic-segmentation,167,35
hjian42/automatic-personality-prediction,199,3
zhangqianhui/Exemplar-GAN-Eye-Inpainting-Tensorflow,16,4
li012589/NeuralRG,2458,271
shashwath94/Semisupervised-learning-with-DCGANs,4,1
jymsuper/SpeakerRecognition_tutorial,4,2
DKuan/MADDPG_torch,84,4
DrSleep/DenseTorch,67,13
Zeta36/tensorflow-tex-wavenet,77,1
danionescu0/home-automation,19,8
RobertCsordas/RFCN-tensorflow,149,6
gyang274/capsulesEM,273,5
titu1994/neural-image-assessment,52,11
douban/tfmesos,23,8
tomrunia/PyTorchWavelets,7,2
rusty1s/deep-graph-matching-consensus,69,11
inorilzy/renlian,4,1
generalized-iou/g-tensorflow-models,7510,600
cjymz886/text-cnn,2,2
erohkohl/question-tagging,105,9
NVlabs/stylegan2,7,1
taki0112/partial_conv-Tensorflow,6,3
leemengtaiwan/cat-recognition-train,243,28
mingruimingrui/Convolution-neural-networks-made-easy-with-keras,108,9
denisyarats/pytorch_sac,1,1
junyanz/VON,14,3
adityatb/noise-reduction-using-rnn,7,1
cattaneod/CMRNet,7,2
halimacc/pointnet3,34,1
bhavanajain/spatial-transformer-networks,50,9
ilivans/tf-rnn-attention,97,8
xvjiarui/GCNet,580,91
L1aoXingyu/Deep-Learning-Project-Template,40,9
chenjun2hao/CLPR.pytorch,693,71
tomar840/two-stream-fusion-for-action-recognition-in-videos,24,1
tengshaofeng/ResidualAttentionNetwork-pytorch,56,3
spro/char-rnn.pytorch,38,5
overflocat/fast-neural-style-keras,49,6
rosinality/style-based-gan-pytorch,143,14
qxde01/gastric-cancer-detect,73,6
yuanyuanli85/FashionAI_KeyPoint_Detection_Challenge_Keras,5,1
agarret7/PointCNN,360,17
PhoenixDL/rising,282,79
GatoY/YOLOv3-pytorch-deepsort-iOS-Django,3,3
civisanalytics/muffnn,135,17
obryanlouis/qa,521,34
shijx12/AR-Tree,559,21
adrian9631/TextSumma,410,14
junqiangchen/VNet3D,12,4
rafabs97/headpose_final,13,6
open-mmlab/mmpose,31,8
DevSinghSachan/Attention_is_All_You_Need,243,34
gustavz/yolo_for_tf_od_api,4,1
aws/sagemaker-tensorflow-extensions,3,1
shiyybua/NER,70,10
huanghoujing/AlignedReID-Re-Production-Pytorch,76,11
guillaumegenthial/api_ner,31,5
xuehy/pytorch-GaitGAN,8,2
AaronYALai/Generative_Adversarial_Networks_PyTorch,209,17
rickyHong/pytorch-light-head-rcnn-repl,171,22
MenghaoGuo/AutoDeeplab,82,17
anastassia-b/neural-algorithm-artistic-style,11,4
ShowLo/MobileNetV3,116,10
Riccorl/Super-SloMo-tf2,745,81
rahzaazhar/PAN-PSEnet,406,35
AbdulMoqeet/HRAN,1,1
HuangZiliAndy/RPNSD,4,1
TreezzZ/ADSH_PyTorch,4,1
yu4u/age-estimation-pytorch,1,1
symoon94/Neural-Style-Transfer-pytorch,1,1
titu1994/Super-Resolution-using-Generative-Adversarial-Networks,185,30
anantzoid/Conditional-PixelCNN-decoder,242,19
asappresearch/dialog-intent-induction,26,4
kPsarakis/Image-Forgery-Detection-CNN,230,29
guanfuchen/objdet,30,2
yusukeurakami/plan2explore-pytorch,444,46
spiglerg/DQN_DDQN_Dueling_and_DDPG_Tensorflow,45,3
CDOTAD/AlphaGAN-Matting,438,17
Wangt-CN/VC-R-CNN,20,2
tensorlayer/adaptive-style-transfer,30,1
kamwoh/Car-Model-Classification,52,2
Fisher87/ai_explore,625,32
ricolike/mmgnn_textvqa,288,18
wang-h/bert-relation-classification,30,2
ekosman/AnomalyDetectionCVPR2018-Pytorch,92,29
quanvuong/handful-of-trials-pytorch,45,3
andrew-houghton/moon-board-climbing,76,21
silkylove/ObjectDetection,74,8
bamos/densenet.pytorch,3,2
spro/pytorch-text-vae,50,1
rrddcc/YOLOv4_tensorflow,507,21
tea1528/Non-Local-NN-Pytorch,4,2
mhmoodlan/cyclic-learning-rate,4,1
afperezm/acoustic-images-distillation,13,3
Lextal/pspnet-pytorch,158,5
keras-team/keras,5930,520
channelCS/Audio-Vision,308,34
HarryVolek/PyTorch_Speaker_Verification,54,4
Ligouhai-bigone/Sentiment-Analysis-Chinese-pytorch,8,1
prakashjayy/pytorch_classifiers,245,6
ryanfwy/BCNN-keras-clean,2,1
basveeling/keras-gcnn,19,6
MahanFathi/Model-Based-RL,210,37
akanyaani/ranknet-tensorflow2.0,74,5
david-vazquez/keras_zoo,846,43
hagerrady13/ERFNet-PyTorch,111,6
songyouwei/ABSA-PyTorch,345,40
wenh123/NoisyNet-DQN,4,2
yassouali/pytorch_segmentation,100,17
cmusjtuliuyuan/RainBow,237,10
bdsaglam/torch-scae,372,74
fabio-deep/Variational-Capsule-Routing,97,7
eBay/AutoOpt,18,5
keithito/tacotron,220,24
sagiebenaim/DistanceGAN,6,1
mystic123/tensorflow-yolo-v3,202,23
nikitakit/self-attentive-parser,134,23
jiasenlu/YOLOv3.pytorch,31,3
ShellingFord221/My-implementation-of-What-Uncertainties-Do-We-Need-in-Bayesian-Deep-Learning-for-Computer-Vision,4,1
prlz77/ResNeXt.pytorch,51,9
paultsw/nice_pytorch,226,15
icoxfog417/tensorflow_qrnn,28,5
MrRobot2211/pytorch-deep-photo-enhancer,272,12
eweill/keras-deepcv,27,2
lyeoni/gpt-pytorch,47,4
liminn/ICNet-pytorch,3,1
marl/openl3,176,5
inikdom/neural-sentiment,356,31
lucidrains/marge-pytorch,1,1
chenyangh/DialogueGenerationWithEmotion,4,2
DSXiangLi/CTR,363,21
tanmoyopenroot/cancer_nn,203,21
davidtellez/contrastive-predictive-coding,23,2
burklight/nonlinear-IB-PyTorch,55,5
mateuszbuda/brain-segmentation-pytorch,3,2
Po-Hsun-Su/pytorch-ssim,1,1
qiu997018209/TensorFlow,20,5
titu1994/tf_SIREN,21,4
team-re-verb/RE-VERB,66,14
monikkinom/ner-lstm,91,8
AhmedImtiazPrio/Keras-AudioDataGenerator,3,1
ANLGBOY/MADE-with-PyTorch,15,1
ruotianluo/zsl-gcn-pth,111,6
GauravWaghmare/Speaker-Identification,62,12
aiqm/torchani,2081,171
simonfqy/PADME,225,17
broadinstitute/keras-resnet,904,43
pvjosue/pytorch_convNd,195,11
nocturnaltortoise/recaptcha-cracker,556,26
bfarzin/pytorch_aae,5,2
vadimkantorov/caffemodel2pytorch,52,17
zjuela/LapSRN-tensorflow,22,2
nekitmm/starnet,1,1
ildoonet/pytorch-randaugment,24,3
yanx27/PointASNL,7,3
white127/QA-deep-learning,35,1
lzx1413/PytorchSSD,167,11
zzzzwj/SRNTT_Pytorch,41,3
MrGemy95/Tensorflow-Project-Template,66,15
jgmakin/machine_learning,63,4
ntrang086/image_captioning,11,5
bobye/batchnorm_prune,15,1
AntixK/PyTorch-VAE,386,30
halimacc/DenseHumanBodyCorrespondences,46,3
L1aoXingyu/deploy-pytorch-model,5,1
timesler/facenet-pytorch,270,41
geohot/tinygrad,6,5
ikergarcia1996/Self-Driving-Car-in-Video-Games,76,11
Maghoumi/pytorch-softdtw-cuda,6,2
murdockhou/MultiPoseNet-tensorflow,77,3
niektemme/tensorflow-mnist-predict,4,3
KANG99/style-transfer,43,2
qbx2/PAAC.pytorch,127,15
ayush1997/Xvision,10,3
google/uncertainty-metrics,246,19
KaroAntonio/music-rnn-tensorflow,1,1
WattSocialBot/alana_learning_to_rank,97,11
junyanz/BicycleGAN,166,18
meownoid/tensorfow-rbm,306,20
satinder147/Image_deionising_auto_encoder,66,5
nikhilbarhate99/PPO-PyTorch,257,24
IS2AI/Chest-X-ray-module,3,2
deneb2016/WSDDN.pytorch,70,13
Octavian-ai/article-1,233,19
dontLoveBugs/CSPN_monodepth,219,6
yanx27/Pointnet_Pointnet2_pytorch,337,42
sigmaai/semantic-segmentation,974,18
osh/kerlym,186,19
hukkelas/DSFD-Pytorch-Inference,102,19
IBM/MAX-Sports-Video-Classifier,1,1
Lornatang/CycleGAN-PyTorch,322,19
surmenok/keras_lr_finder,20,3
gpauloski/kfac_pytorch,268,44
jurajHasik/peps-torch,753,64
lilianweng/transformer-tensorflow,168,11
kimhc6028/pytorch-noreward-rl,27,1
huangleiBuaa/IterNorm-pytorch,33,3
L0SG/grouped-ssd-pytorch,533,48
zsef123/EfficientNets-PyTorch,46,6
yusugomori/tftf,230,33
bojone/Capsule,16,4
TreezzZ/DSDH_PyTorch,62,2
smilelight/lightNLP,150,8
paperswithcode/torchbench,55,14
deepmind/interval-bound-propagation,559,6
zhulf0804/Inceptionv4_and_Inception-ResNetv2.PyTorch,53,4
lucasxlu/FGVC,93,16
ProbabilisticNumerics/cabs,20,3
whatrocks/cozmo-tensorflow,13,1
BishopFox/eyeballer,166,33
jotaf98/easy-receptive-fields-pytorch,4,1
Caoliangjie/pytorch-gradcam-resnet50,32,6
moabitcoin/Adversarial-video-summarization-pytorch,32,7
ozansener/GAN,381,20
MenghanXia/InvertibleGrayscale,18,1
MaybeShewill-CV/bisenetv2-tensorflow,98,7
seed-fe/face_recognition_using_opencv_keras_scikit-learn,44,6
sharonFogel/CPAC,28,1
znxlwm/pytorch-MNIST-CelebA-GAN-DCGAN,15,2
uzaymacar/comparatively-finetuning-bert,13,3
DENG-MIT/reactorch,418,30
tingiskhan/pyfilter,685,58
deepmo24/MWGAN,4,1
keras-team/keras-tuner,1232,187
eborboihuc/SoundNet-tensorflow,44,2
dongminlee94/Samsung-DRL-Code,50,7
yhenon/pytorch-retinanet,329,18
bai-shang/crnn_ctc_ocr_tf,4,1
kymatio/kymatio,471,76
williamgilpin/convoca,91,2
dkumazaw/mobilenets-tpu,19,2
guillaumegenthial/tf_metrics,10,1
balancap/tf-imagenet,81,22
OlavHN/bnlstm,53,4
zafarali/policy-gradient-methods,96,13
jakesnell/prototypical-networks,17,3
songyingxin/TextClassification,109,14
hfawaz/bigdata18,6,1
gengshan-y/high-res-stereo,27,4
ultralytics/velocity,52,4
onnx/onnxmltools,26,19
StefOe/indrnn-pytorch,89,11
JiahuiYu/wdsr_ntire2018,10,2
beopst/dcn.tf,104,10
Stick-To/FCOS-tensorflow,360,11
elbayadm/attn2d,1624,284
HaiyangLiu1997/Pytorch-Networks,192,17
szagoruyko/binary-wide-resnet,16,1
jxgu1016/MNIST_center_loss_pytorch,112,11
bioinform/neusomatic,165,27
CryoliteZ/Plants-Identification,11,1
phreeza/keras-GAN,11,2
shagunsodhani/tf-char-rnn,12,3
tanglang96/DataLoaders_DALI,22,3
juliagusak/flopco-pytorch,1,1
frgfm/torch-cam,57,7
haebeom-lee/dropmax,3,2
joansj/pytorch-intro,12,1
yeephycho/tensorflow-face-detection,12,3
haofanwang/accurate-head-pose,1,1
anhminh3105/Tensorflow-YOLO,55,4
xiaochus/Deep-Reinforcement-Learning-Practice,16,1
yifita/pytorch_points,1270,67
Minyus/optkeras,19,5
jkulhanek/visual-navigation-agent-pytorch,45,9
stasi009/Recommend-Estimators,1,1
spytensor/pytorch-image-classification,156,6
lufficc/SSD,261,24
SamuelBroughton/StarGAN-Voice-Conversion-2,119,5
kuc2477/pytorch-wgan-gp,120,5
LiuHao-THU/3D_Segmentation_Pytorch,22,1
shaohua0116/DCGAN-Tensorflow,7,4
gjy3035/C-3-Framework,64,12
wenliangdai/Modality-Transferable-MER,280,28
stephen-v/zh-segmentation-keras,20,4
bio-ontology-research-group/deepgo,586,104
